,precision,recall,f1-score,support
Night suits,0.8888888888888888,0.8888888888888888,0.8888888888888888,9.0
Nightdress,1.0,1.0,1.0,1.0
Patiala,0.6,0.75,0.6666666666666666,4.0
Pendant,1.0,1.0,1.0,2.0
Perfume and Body Mist,0.8333333333333334,0.9090909090909091,0.8695652173913043,33.0
Rain Jacket,0.0,0.0,0.0,0.0
Rain Trousers,0.0,0.0,0.0,0.0
Ring,0.0,0.0,0.0,0.0
Robe,0.0,0.0,0.0,0.0
Rompers,1.0,1.0,1.0,4.0
Rucksacks,0.0,0.0,0.0,0.0
Salwar,0.3333333333333333,0.5,0.4,2.0
Salwar and Dupatta,1.0,1.0,1.0,1.0
Sandals,0.9473684210526315,0.9,0.9230769230769231,80.0
Sarees,1.0,0.9444444444444444,0.9714285714285714,18.0
Scarves,0.6923076923076923,0.9,0.782608695652174,10.0
Shapewear,0.0,0.0,0.0,0.0
Shirts,0.9212962962962963,0.9342723004694836,0.9277389277389277,213.0
Shoe Accessories,0.0,0.0,0.0,2.0
Shoe Laces,0.0,0.0,0.0,0.0
Shorts,0.8333333333333334,0.851063829787234,0.8421052631578947,47.0
Shrug,0.0,0.0,0.0,0.0
Skirts,0.8333333333333334,0.8333333333333334,0.8333333333333334,6.0
Socks,0.9333333333333333,1.0,0.9655172413793104,42.0
Sports Sandals,0.6666666666666666,0.8,0.7272727272727273,5.0
Sports Shoes,0.821656050955414,0.8958333333333334,0.8571428571428571,144.0
Stockings,1.0,1.0,1.0,2.0
Stoles,0.5714285714285714,0.8,0.6666666666666666,5.0
Sunglasses,1.0,0.9888888888888889,0.994413407821229,90.0
Suspenders,1.0,1.0,1.0,1.0
Sweaters,0.5789473684210527,0.7333333333333333,0.6470588235294118,15.0
Sweatshirts,0.6774193548387096,0.84,0.75,25.0
Swimwear,1.0,0.3333333333333333,0.5,3.0
Tablet Sleeve,0.0,0.0,0.0,1.0
Ties,0.9285714285714286,1.0,0.9629629629629629,13.0
Ties and Cufflinks,0.0,0.0,0.0,0.0
Tights,0.0,0.0,0.0,1.0
Tops,0.6821705426356589,0.7096774193548387,0.6956521739130435,124.0
Track Pants,0.7894736842105263,0.7894736842105263,0.7894736842105263,19.0
Tracksuits,0.6666666666666666,1.0,0.8,2.0
Travel Accessory,0.0,0.0,0.0,1.0
Trolley Bag,0.0,0.0,0.0,0.0
Trousers,0.9705882352941176,0.9166666666666666,0.9428571428571428,36.0
Trunk,0.6666666666666666,1.0,0.8,4.0
Tshirts,0.9500998003992016,0.9296875,0.9397828232971372,512.0
Tunics,0.2,0.375,0.2608695652173913,8.0
Umbrellas,0.0,0.0,0.0,0.0
Waist Pouch,0.0,0.0,0.0,1.0
Waistcoat,1.0,1.0,1.0,1.0
Wallets,0.9333333333333333,0.9333333333333333,0.9333333333333333,60.0
Watches,0.9809523809523809,0.9671361502347418,0.9739952718676123,213.0
Water Bottle,1.0,1.0,1.0,1.0
Wristbands,0.0,0.0,0.0,0.0
accuracy,0.87,0.87,0.87,0.87
macro avg,0.5512056584997187,0.5573327968591815,0.5439827451707182,2900.0
weighted avg,0.8732581944102207,0.87,0.8689071949258081,2900.0
